Pressao inicial;Pressao final;Deslocamento;Toxicidade de A
10;8.91312;8.04066;7.32456;6.72599;6.218;5.78128;5.40166;5.06848;4.77358;4.51061;4.27455;4.06137;3.86783;3.69125;3.52942;3.38051;3.24298;3.11551;2.99698;2.88644
