Dam_m2_s;Ca_mol_m3;L_membrana_m
1.487179e-05;0.561538;78.240873
1.487179e-05;0.569231;76.868226
1.487179e-05;0.576923;75.495579
1.487179e-05;0.584615;74.122932
1.487179e-05;0.592308;72.750285
1.487179e-05;0.600000;71.377638
1.487179e-05;0.607692;70.004991
1.487179e-05;0.615385;68.632344
1.487179e-05;0.623077;67.259697
1.487179e-05;0.630769;65.887051
1.487179e-05;0.638462;64.514404
1.487179e-05;0.646154;63.141757
1.487179e-05;0.653846;61.769110
1.487179e-05;0.661538;60.396463
1.487179e-05;0.669231;59.023816
1.487179e-05;0.676923;57.651169
1.487179e-05;0.684615;56.278522
1.487179e-05;0.692308;54.905875
1.487179e-05;0.700000;53.533229
1.487179e-05;0.707692;52.160582
1.487179e-05;0.715385;50.787935
1.487179e-05;0.723077;49.415288
1.487179e-05;0.730769;48.042641
1.487179e-05;0.738462;46.669994
1.487179e-05;0.746154;45.297347
1.487179e-05;0.753846;43.924700
1.487179e-05;0.761538;42.552053
1.487179e-05;0.769231;41.179407
1.487179e-05;0.776923;39.806760
1.487179e-05;0.784615;38.434113
1.487179e-05;0.792308;37.061466
1.487179e-05;0.800000;35.688819
1.512821e-05;0.500000;87.709810
1.512821e-05;0.507692;86.360428
1.512821e-05;0.515385;85.011046
1.512821e-05;0.523077;83.661664
1.512821e-05;0.530769;82.312283
1.512821e-05;0.538462;80.962901
1.512821e-05;0.546154;79.613519
1.512821e-05;0.553846;78.264138
1.512821e-05;0.561538;76.914756
1.512821e-05;0.569231;75.565374
1.512821e-05;0.576923;74.215993
1.512821e-05;0.584615;72.866611
1.512821e-05;0.592308;71.517229
1.512821e-05;0.600000;70.167848
1.512821e-05;0.607692;68.818466
1.512821e-05;0.615385;67.469084
1.512821e-05;0.623077;66.119703
1.512821e-05;0.630769;64.770321
1.512821e-05;0.638462;63.420939
1.512821e-05;0.646154;62.071558
1.512821e-05;0.653846;60.722176
1.512821e-05;0.661538;59.372794
1.512821e-05;0.669231;58.023412
1.512821e-05;0.676923;56.674031
1.512821e-05;0.684615;55.324649
1.512821e-05;0.692308;53.975267
1.512821e-05;0.700000;52.625886
1.512821e-05;0.707692;51.276504
1.512821e-05;0.715385;49.927122
1.512821e-05;0.723077;48.577741
1.512821e-05;0.730769;47.228359
1.512821e-05;0.738462;45.878977
1.512821e-05;0.746154;44.529596
1.512821e-05;0.753846;43.180214
1.512821e-05;0.761538;41.830832
1.512821e-05;0.769231;40.481451
1.512821e-05;0.776923;39.132069
1.512821e-05;0.784615;37.782687
1.512821e-05;0.792308;36.433305
1.512821e-05;0.800000;35.083924
1.538462e-05;0.500000;86.247979
1.538462e-05;0.507692;84.921087
1.538462e-05;0.515385;83.594195
1.538462e-05;0.523077;82.267303
1.538462e-05;0.530769;80.940411
1.538462e-05;0.538462;79.613519
1.538462e-05;0.546154;78.286627
1.538462e-05;0.553846;76.959735
1.538462e-05;0.561538;75.632843
1.538462e-05;0.569231;74.305951
1.538462e-05;0.576923;72.979059
1.538462e-05;0.584615;71.652167
1.538462e-05;0.592308;70.325275
1.538462e-05;0.600000;68.998383
1.538462e-05;0.607692;67.671492
1.538462e-05;0.615385;66.344600
1.538462e-05;0.623077;65.017708
1.538462e-05;0.630769;63.690816
1.538462e-05;0.638462;62.363924
1.538462e-05;0.646154;61.037032
1.538462e-05;0.653846;59.710140
1.538462e-05;0.661538;58.383248
1.538462e-05;0.669231;57.056356
1.538462e-05;0.676923;55.729464
1.538462e-05;0.684615;54.402572
1.538462e-05;0.692308;53.075680
1.538462e-05;0.700000;51.748788
1.538462e-05;0.707692;50.421896
1.538462e-05;0.715385;49.095004
1.538462e-05;0.723077;47.768112
1.538462e-05;0.730769;46.441220
1.538462e-05;0.738462;45.114328
1.538462e-05;0.746154;43.787436
1.538462e-05;0.753846;42.460544
1.538462e-05;0.761538;41.133652
1.538462e-05;0.769231;39.806760
1.538462e-05;0.776923;38.479868
1.538462e-05;0.784615;37.152976
1.538462e-05;0.792308;35.826084
1.538462e-05;0.800000;34.499192
1.564103e-05;0.500000;84.834078
1.564103e-05;0.507692;83.528938
1.564103e-05;0.515385;82.223799
1.564103e-05;0.523077;80.918659
1.564103e-05;0.530769;79.613519
1.564103e-05;0.538462;78.308380
1.564103e-05;0.546154;77.003240
1.564103e-05;0.553846;75.698100
1.564103e-05;0.561538;74.392961
1.564103e-05;0.569231;73.087821
1.564103e-05;0.576923;71.782681
1.564103e-05;0.584615;70.477542
1.564103e-05;0.592308;69.172402
1.564103e-05;0.600000;67.867262
1.564103e-05;0.607692;66.562123
1.564103e-05;0.615385;65.256983
1.564103e-05;0.623077;63.951843
1.564103e-05;0.630769;62.646704
1.564103e-05;0.638462;61.341564
1.564103e-05;0.646154;60.036424
1.564103e-05;0.653846;58.731285
1.564103e-05;0.661538;57.426145
1.564103e-05;0.669231;56.121005
1.564103e-05;0.676923;54.815866
1.564103e-05;0.684615;53.510726
1.564103e-05;0.692308;52.205587
1.564103e-05;0.700000;50.900447
1.564103e-05;0.707692;49.595307
1.564103e-05;0.715385;48.290168
1.564103e-05;0.723077;46.985028
1.564103e-05;0.730769;45.679888
1.564103e-05;0.738462;44.374749
1.564103e-05;0.746154;43.069609
1.564103e-05;0.753846;41.764469
1.564103e-05;0.761538;40.459330
1.564103e-05;0.769231;39.154190
1.564103e-05;0.776923;37.849050
1.564103e-05;0.784615;36.543911
1.564103e-05;0.792308;35.238771
1.564103e-05;0.800000;33.933631
1.589744e-05;0.500000;83.465786
1.589744e-05;0.507692;82.181697
1.589744e-05;0.515385;80.897608
1.589744e-05;0.523077;79.613519
1.589744e-05;0.530769;78.329430
1.589744e-05;0.538462;77.045341
1.589744e-05;0.546154;75.761252
1.589744e-05;0.553846;74.477163
1.589744e-05;0.561538;73.193074
1.589744e-05;0.569231;71.908985
1.589744e-05;0.576923;70.624896
1.589744e-05;0.584615;69.340807
1.589744e-05;0.592308;68.056718
1.589744e-05;0.600000;66.772629
1.589744e-05;0.607692;65.488540
1.589744e-05;0.615385;64.204451
1.589744e-05;0.623077;62.920362
1.589744e-05;0.630769;61.636273
1.589744e-05;0.638462;60.352184
1.589744e-05;0.646154;59.068095
1.589744e-05;0.653846;57.784006
1.589744e-05;0.661538;56.499917
1.589744e-05;0.669231;55.215828
1.589744e-05;0.676923;53.931739
1.589744e-05;0.684615;52.647650
1.589744e-05;0.692308;51.363561
1.589744e-05;0.700000;50.079472
1.589744e-05;0.707692;48.795383
1.589744e-05;0.715385;47.511294
1.589744e-05;0.723077;46.227205
1.589744e-05;0.730769;44.943116
1.589744e-05;0.738462;43.659027
1.589744e-05;0.746154;42.374938
1.589744e-05;0.753846;41.090849
1.589744e-05;0.761538;39.806760
1.589744e-05;0.769231;38.522671
1.589744e-05;0.776923;37.238582
1.589744e-05;0.784615;35.954493
1.589744e-05;0.792308;34.670404
1.589744e-05;0.800000;33.386315
1.615385e-05;0.500000;82.140933
1.615385e-05;0.507692;80.877226
1.615385e-05;0.515385;79.613519
1.615385e-05;0.523077;78.349813
1.615385e-05;0.530769;77.086106
1.615385e-05;0.538462;75.822399
1.615385e-05;0.546154;74.558693
1.615385e-05;0.553846;73.294986
1.615385e-05;0.561538;72.031279
1.615385e-05;0.569231;70.767573
1.615385e-05;0.576923;69.503866
1.615385e-05;0.584615;68.240160
1.615385e-05;0.592308;66.976453
1.615385e-05;0.600000;65.712746
1.615385e-05;0.607692;64.449040
1.615385e-05;0.615385;63.185333
1.615385e-05;0.623077;61.921626
1.615385e-05;0.630769;60.657920
1.615385e-05;0.638462;59.394213
1.615385e-05;0.646154;58.130506
1.615385e-05;0.653846;56.866800
1.615385e-05;0.661538;55.603093
1.615385e-05;0.669231;54.339386
1.615385e-05;0.676923;53.075680
1.615385e-05;0.684615;51.811973
1.615385e-05;0.692308;50.548266
1.615385e-05;0.700000;49.284560
1.615385e-05;0.707692;48.020853
1.615385e-05;0.715385;46.757146
1.615385e-05;0.723077;45.493440
1.615385e-05;0.730769;44.229733
1.615385e-05;0.738462;42.966026
1.615385e-05;0.746154;41.702320
1.615385e-05;0.753846;40.438613
1.615385e-05;0.761538;39.174906
1.615385e-05;0.769231;37.911200
1.615385e-05;0.776923;36.647493
1.615385e-05;0.784615;35.383786
1.615385e-05;0.792308;34.120080
1.615385e-05;0.800000;32.856373
1.641026e-05;0.500000;80.857481
1.641026e-05;0.507692;79.613519
1.641026e-05;0.515385;78.369558
1.641026e-05;0.523077;77.125597
1.641026e-05;0.530769;75.881636
1.641026e-05;0.538462;74.637674
1.641026e-05;0.546154;73.393713
1.641026e-05;0.553846;72.149752
1.641026e-05;0.561538;70.905791
1.641026e-05;0.569231;69.661829
1.641026e-05;0.576923;68.417868
1.641026e-05;0.584615;67.173907
1.641026e-05;0.592308;65.929946
1.641026e-05;0.600000;64.685985
1.641026e-05;0.607692;63.442023
1.641026e-05;0.615385;62.198062
1.641026e-05;0.623077;60.954101
1.641026e-05;0.630769;59.710140
1.641026e-05;0.638462;58.466178
1.641026e-05;0.646154;57.222217
1.641026e-05;0.653846;55.978256
1.641026e-05;0.661538;54.734295
1.641026e-05;0.669231;53.490333
1.641026e-05;0.676923;52.246372
1.641026e-05;0.684615;51.002411
1.641026e-05;0.692308;49.758450
1.641026e-05;0.700000;48.514488
1.641026e-05;0.707692;47.270527
1.641026e-05;0.715385;46.026566
1.641026e-05;0.723077;44.782605
1.641026e-05;0.730769;43.538643
1.641026e-05;0.738462;42.294682
1.641026e-05;0.746154;41.050721
1.641026e-05;0.753846;39.806760
1.641026e-05;0.761538;38.562798
1.641026e-05;0.769231;37.318837
1.641026e-05;0.776923;36.074876
1.641026e-05;0.784615;34.830915
1.641026e-05;0.792308;33.586954
1.641026e-05;0.800000;32.342992
1.666667e-05;0.500000;79.613519
1.666667e-05;0.507692;78.388696
1.666667e-05;0.515385;77.163873
1.666667e-05;0.523077;75.939049
1.666667e-05;0.530769;74.714226
1.666667e-05;0.538462;73.489403
1.666667e-05;0.546154;72.264579
1.666667e-05;0.553846;71.039756
1.666667e-05;0.561538;69.814932
1.666667e-05;0.569231;68.590109
1.666667e-05;0.576923;67.365286
1.666667e-05;0.584615;66.140462
1.666667e-05;0.592308;64.915639
1.666667e-05;0.600000;63.690816
1.666667e-05;0.607692;62.465992
1.666667e-05;0.615385;61.241169
1.666667e-05;0.623077;60.016345
1.666667e-05;0.630769;58.791522
1.666667e-05;0.638462;57.566699
1.666667e-05;0.646154;56.341875
1.666667e-05;0.653846;55.117052
1.666667e-05;0.661538;53.892229
1.666667e-05;0.669231;52.667405
1.666667e-05;0.676923;51.442582
1.666667e-05;0.684615;50.217758
1.666667e-05;0.692308;48.992935
1.666667e-05;0.700000;47.768112
1.666667e-05;0.707692;46.543288
1.666667e-05;0.715385;45.318465
1.666667e-05;0.723077;44.093642
1.666667e-05;0.730769;42.868818
1.666667e-05;0.738462;41.643995
1.666667e-05;0.746154;40.419171
1.666667e-05;0.753846;39.194348
1.666667e-05;0.761538;37.969525
1.666667e-05;0.769231;36.744701
1.666667e-05;0.776923;35.519878
1.666667e-05;0.784615;34.295055
1.666667e-05;0.792308;33.070231
1.666667e-05;0.800000;31.845408
1.692308e-05;0.500000;78.407254
1.692308e-05;0.507692;77.200989
1.692308e-05;0.515385;75.994723
1.692308e-05;0.523077;74.788458
1.692308e-05;0.530769;73.582192
1.692308e-05;0.538462;72.375927
1.692308e-05;0.546154;71.169661
1.692308e-05;0.553846;69.963396
1.692308e-05;0.561538;68.757130
1.692308e-05;0.569231;67.550865
1.692308e-05;0.576923;66.344600
1.692308e-05;0.584615;65.138334
1.692308e-05;0.592308;63.932069
1.692308e-05;0.600000;62.725803
1.692308e-05;0.607692;61.519538
1.692308e-05;0.615385;60.313272
1.692308e-05;0.623077;59.107007
1.692308e-05;0.630769;57.900741
1.692308e-05;0.638462;56.694476
1.692308e-05;0.646154;55.488211
1.692308e-05;0.653846;54.281945
1.692308e-05;0.661538;53.075680
1.692308e-05;0.669231;51.869414
1.692308e-05;0.676923;50.663149
1.692308e-05;0.684615;49.456883
1.692308e-05;0.692308;48.250618
1.692308e-05;0.700000;47.044352
1.692308e-05;0.707692;45.838087
1.692308e-05;0.715385;44.631821
1.692308e-05;0.723077;43.425556
1.692308e-05;0.730769;42.219291
1.692308e-05;0.738462;41.013025
1.692308e-05;0.746154;39.806760
1.692308e-05;0.753846;38.600494
1.692308e-05;0.761538;37.394229
1.692308e-05;0.769231;36.187963
1.692308e-05;0.776923;34.981698
1.692308e-05;0.784615;33.775432
1.692308e-05;0.792308;32.569167
1.692308e-05;0.800000;31.362902
1.717949e-05;0.500000;77.236996
1.717949e-05;0.507692;76.048735
1.717949e-05;0.515385;74.860473
1.717949e-05;0.523077;73.672212
1.717949e-05;0.530769;72.483951
1.717949e-05;0.538462;71.295689
1.717949e-05;0.546154;70.107428
1.717949e-05;0.553846;68.919166
1.717949e-05;0.561538;67.730905
1.717949e-05;0.569231;66.542643
1.717949e-05;0.576923;65.354382
1.717949e-05;0.584615;64.166120
1.717949e-05;0.592308;62.977859
1.717949e-05;0.600000;61.789597
1.717949e-05;0.607692;60.601336
1.717949e-05;0.615385;59.413074
1.717949e-05;0.623077;58.224813
1.717949e-05;0.630769;57.036551
1.717949e-05;0.638462;55.848290
1.717949e-05;0.646154;54.660028
1.717949e-05;0.653846;53.471767
1.717949e-05;0.661538;52.283505
1.717949e-05;0.669231;51.095244
1.717949e-05;0.676923;49.906982
1.717949e-05;0.684615;48.718721
1.717949e-05;0.692308;47.530459
1.717949e-05;0.700000;46.342198
1.717949e-05;0.707692;45.153936
1.717949e-05;0.715385;43.965675
1.717949e-05;0.723077;42.777413
1.717949e-05;0.730769;41.589152
1.717949e-05;0.738462;40.400890
1.717949e-05;0.746154;39.212629
1.717949e-05;0.753846;38.024367
1.717949e-05;0.761538;36.836106
1.717949e-05;0.769231;35.647845
1.717949e-05;0.776923;34.459583
1.717949e-05;0.784615;33.271322
1.717949e-05;0.792308;32.083060
1.717949e-05;0.800000;30.894799
1.743590e-05;0.500000;76.101158
1.743590e-05;0.507692;74.930371
1.743590e-05;0.515385;73.759584
1.743590e-05;0.523077;72.588797
1.743590e-05;0.530769;71.418010
1.743590e-05;0.538462;70.247223
1.743590e-05;0.546154;69.076436
1.743590e-05;0.553846;67.905649
1.743590e-05;0.561538;66.734862
1.743590e-05;0.569231;65.564075
1.743590e-05;0.576923;64.393288
1.743590e-05;0.584615;63.222501
1.743590e-05;0.592308;62.051714
1.743590e-05;0.600000;60.880927
1.743590e-05;0.607692;59.710140
1.743590e-05;0.615385;58.539353
1.743590e-05;0.623077;57.368565
1.743590e-05;0.630769;56.197778
1.743590e-05;0.638462;55.026991
1.743590e-05;0.646154;53.856204
1.743590e-05;0.653846;52.685417
1.743590e-05;0.661538;51.514630
1.743590e-05;0.669231;50.343843
1.743590e-05;0.676923;49.173056
1.743590e-05;0.684615;48.002269
1.743590e-05;0.692308;46.831482
1.743590e-05;0.700000;45.660695
1.743590e-05;0.707692;44.489908
1.743590e-05;0.715385;43.319121
1.743590e-05;0.723077;42.148334
1.743590e-05;0.730769;40.977547
1.743590e-05;0.738462;39.806760
1.743590e-05;0.746154;38.635973
1.743590e-05;0.753846;37.465186
1.743590e-05;0.761538;36.294399
1.743590e-05;0.769231;35.123612
1.743590e-05;0.776923;33.952824
1.743590e-05;0.784615;32.782037
1.743590e-05;0.792308;31.611250
1.743590e-05;0.800000;30.440463
1.769231e-05;0.500000;74.998243
1.769231e-05;0.507692;73.844424
1.769231e-05;0.515385;72.690605
1.769231e-05;0.523077;71.536786
1.769231e-05;0.530769;70.382966
1.769231e-05;0.538462;69.229147
1.769231e-05;0.546154;68.075328
1.769231e-05;0.553846;66.921509
1.769231e-05;0.561538;65.767690
1.769231e-05;0.569231;64.613871
1.769231e-05;0.576923;63.460052
1.769231e-05;0.584615;62.306233
1.769231e-05;0.592308;61.152413
1.769231e-05;0.600000;59.998594
1.769231e-05;0.607692;58.844775
1.769231e-05;0.615385;57.690956
1.769231e-05;0.623077;56.537137
1.769231e-05;0.630769;55.383318
1.769231e-05;0.638462;54.229499
1.769231e-05;0.646154;53.075680
1.769231e-05;0.653846;51.921860
1.769231e-05;0.661538;50.768041
1.769231e-05;0.669231;49.614222
1.769231e-05;0.676923;48.460403
1.769231e-05;0.684615;47.306584
1.769231e-05;0.692308;46.152765
1.769231e-05;0.700000;44.998946
1.769231e-05;0.707692;43.845127
1.769231e-05;0.715385;42.691308
1.769231e-05;0.723077;41.537488
1.769231e-05;0.730769;40.383669
1.769231e-05;0.738462;39.229850
1.769231e-05;0.746154;38.076031
1.769231e-05;0.753846;36.922212
1.769231e-05;0.761538;35.768393
1.769231e-05;0.769231;34.614574
1.769231e-05;0.776923;33.460755
1.769231e-05;0.784615;32.306935
1.769231e-05;0.792308;31.153116
1.769231e-05;0.800000;29.999297
1.794872e-05;0.500000;73.926839
1.794872e-05;0.507692;72.789503
1.794872e-05;0.515385;71.652167
1.794872e-05;0.523077;70.514831
1.794872e-05;0.530769;69.377495
1.794872e-05;0.538462;68.240160
1.794872e-05;0.546154;67.102824
1.794872e-05;0.553846;65.965488
1.794872e-05;0.561538;64.828152
1.794872e-05;0.569231;63.690816
1.794872e-05;0.576923;62.553480
1.794872e-05;0.584615;61.416144
1.794872e-05;0.592308;60.278808
1.794872e-05;0.600000;59.141472
1.794872e-05;0.607692;58.004136
1.794872e-05;0.615385;56.866800
1.794872e-05;0.623077;55.729464
1.794872e-05;0.630769;54.592128
1.794872e-05;0.638462;53.454792
1.794872e-05;0.646154;52.317456
1.794872e-05;0.653846;51.180120
1.794872e-05;0.661538;50.042784
1.794872e-05;0.669231;48.905448
1.794872e-05;0.676923;47.768112
1.794872e-05;0.684615;46.630776
1.794872e-05;0.692308;45.493440
1.794872e-05;0.700000;44.356104
1.794872e-05;0.707692;43.218768
1.794872e-05;0.715385;42.081432
1.794872e-05;0.723077;40.944096
1.794872e-05;0.730769;39.806760
1.794872e-05;0.738462;38.669424
1.794872e-05;0.746154;37.532088
1.794872e-05;0.753846;36.394752
1.794872e-05;0.761538;35.257416
1.794872e-05;0.769231;34.120080
1.794872e-05;0.776923;32.982744
1.794872e-05;0.784615;31.845408
1.794872e-05;0.792308;30.708072
1.794872e-05;0.800000;29.570736
1.820513e-05;0.500000;72.885616
1.820513e-05;0.507692;71.764299
1.820513e-05;0.515385;70.642982
1.820513e-05;0.523077;69.521665
1.820513e-05;0.530769;68.400348
1.820513e-05;0.538462;67.279030
1.820513e-05;0.546154;66.157713
1.820513e-05;0.553846;65.036396
1.820513e-05;0.561538;63.915079
1.820513e-05;0.569231;62.793762
1.820513e-05;0.576923;61.672445
1.820513e-05;0.584615;60.551127
1.820513e-05;0.592308;59.429810
1.820513e-05;0.600000;58.308493
1.820513e-05;0.607692;57.187176
1.820513e-05;0.615385;56.065859
1.820513e-05;0.623077;54.944542
1.820513e-05;0.630769;53.823224
1.820513e-05;0.638462;52.701907
1.820513e-05;0.646154;51.580590
1.820513e-05;0.653846;50.459273
1.820513e-05;0.661538;49.337956
1.820513e-05;0.669231;48.216639
1.820513e-05;0.676923;47.095321
1.820513e-05;0.684615;45.974004
1.820513e-05;0.692308;44.852687
1.820513e-05;0.700000;43.731370
1.820513e-05;0.707692;42.610053
1.820513e-05;0.715385;41.488735
1.820513e-05;0.723077;40.367418
1.820513e-05;0.730769;39.246101
1.820513e-05;0.738462;38.124784
1.820513e-05;0.746154;37.003467
1.820513e-05;0.753846;35.882150
1.820513e-05;0.761538;34.760832
1.820513e-05;0.769231;33.639515
1.820513e-05;0.776923;32.518198
1.820513e-05;0.784615;31.396881
1.820513e-05;0.792308;30.275564
1.820513e-05;0.800000;29.154247
1.846154e-05;0.500000;71.873316
1.846154e-05;0.507692;70.767573
1.846154e-05;0.515385;69.661829
1.846154e-05;0.523077;68.556086
1.846154e-05;0.530769;67.450343
1.846154e-05;0.538462;66.344600
1.846154e-05;0.546154;65.238856
1.846154e-05;0.553846;64.133113
1.846154e-05;0.561538;63.027370
1.846154e-05;0.569231;61.921626
1.846154e-05;0.576923;60.815883
1.846154e-05;0.584615;59.710140
1.846154e-05;0.592308;58.604396
1.846154e-05;0.600000;57.498653
1.846154e-05;0.607692;56.392910
1.846154e-05;0.615385;55.287166
1.846154e-05;0.623077;54.181423
1.846154e-05;0.630769;53.075680
1.846154e-05;0.638462;51.969936
1.846154e-05;0.646154;50.864193
1.846154e-05;0.653846;49.758450
1.846154e-05;0.661538;48.652706
1.846154e-05;0.669231;47.546963
1.846154e-05;0.676923;46.441220
1.846154e-05;0.684615;45.335476
1.846154e-05;0.692308;44.229733
1.846154e-05;0.700000;43.123990
1.846154e-05;0.707692;42.018246
1.846154e-05;0.715385;40.912503
1.846154e-05;0.723077;39.806760
1.846154e-05;0.730769;38.701016
1.846154e-05;0.738462;37.595273
1.846154e-05;0.746154;36.489530
1.846154e-05;0.753846;35.383786
1.846154e-05;0.761538;34.278043
1.846154e-05;0.769231;33.172300
1.846154e-05;0.776923;32.066556
1.846154e-05;0.784615;30.960813
1.846154e-05;0.792308;29.855070
1.846154e-05;0.800000;28.749326
1.871795e-05;0.500000;70.888750
1.871795e-05;0.507692;69.798154
1.871795e-05;0.515385;68.707558
1.871795e-05;0.523077;67.616962
1.871795e-05;0.530769;66.526366
1.871795e-05;0.538462;65.435769
1.871795e-05;0.546154;64.345173
1.871795e-05;0.553846;63.254577
1.871795e-05;0.561538;62.163981
1.871795e-05;0.569231;61.073385
1.871795e-05;0.576923;59.982789
1.871795e-05;0.584615;58.892192
1.871795e-05;0.592308;57.801596
1.871795e-05;0.600000;56.711000
1.871795e-05;0.607692;55.620404
1.871795e-05;0.615385;54.529808
1.871795e-05;0.623077;53.439212
1.871795e-05;0.630769;52.348616
1.871795e-05;0.638462;51.258019
1.871795e-05;0.646154;50.167423
1.871795e-05;0.653846;49.076827
1.871795e-05;0.661538;47.986231
1.871795e-05;0.669231;46.895635
1.871795e-05;0.676923;45.805039
1.871795e-05;0.684615;44.714442
1.871795e-05;0.692308;43.623846
1.871795e-05;0.700000;42.533250
1.871795e-05;0.707692;41.442654
1.871795e-05;0.715385;40.352058
1.871795e-05;0.723077;39.261462
1.871795e-05;0.730769;38.170865
1.871795e-05;0.738462;37.080269
1.871795e-05;0.746154;35.989673
1.871795e-05;0.753846;34.899077
1.871795e-05;0.761538;33.808481
1.871795e-05;0.769231;32.717885
1.871795e-05;0.776923;31.627289
1.871795e-05;0.784615;30.536692
1.871795e-05;0.792308;29.446096
1.871795e-05;0.800000;28.355500
1.897436e-05;0.500000;69.930794
1.897436e-05;0.507692;68.854936
1.897436e-05;0.515385;67.779077
1.897436e-05;0.523077;66.703219
1.897436e-05;0.530769;65.627361
1.897436e-05;0.538462;64.551502
1.897436e-05;0.546154;63.475644
1.897436e-05;0.553846;62.399785
1.897436e-05;0.561538;61.323927
1.897436e-05;0.569231;60.248069
1.897436e-05;0.576923;59.172210
1.897436e-05;0.584615;58.096352
1.897436e-05;0.592308;57.020494
1.897436e-05;0.600000;55.944635
1.897436e-05;0.607692;54.868777
1.897436e-05;0.615385;53.792919
1.897436e-05;0.623077;52.717060
1.897436e-05;0.630769;51.641202
1.897436e-05;0.638462;50.565343
1.897436e-05;0.646154;49.489485
1.897436e-05;0.653846;48.413627
1.897436e-05;0.661538;47.337768
1.897436e-05;0.669231;46.261910
1.897436e-05;0.676923;45.186052
1.897436e-05;0.684615;44.110193
1.897436e-05;0.692308;43.034335
1.897436e-05;0.700000;41.958476
1.897436e-05;0.707692;40.882618
1.897436e-05;0.715385;39.806760
1.897436e-05;0.723077;38.730901
1.897436e-05;0.730769;37.655043
1.897436e-05;0.738462;36.579185
1.897436e-05;0.746154;35.503326
1.897436e-05;0.753846;34.427468
1.897436e-05;0.761538;33.351609
1.897436e-05;0.769231;32.275751
1.897436e-05;0.776923;31.199893
1.897436e-05;0.784615;30.124034
1.897436e-05;0.792308;29.048176
1.897436e-05;0.800000;27.972318
1.923077e-05;0.500000;68.998383
1.923077e-05;0.507692;67.936870
1.923077e-05;0.515385;66.875356
1.923077e-05;0.523077;65.813843
1.923077e-05;0.530769;64.752329
1.923077e-05;0.538462;63.690816
1.923077e-05;0.546154;62.629302
1.923077e-05;0.553846;61.567788
1.923077e-05;0.561538;60.506275
1.923077e-05;0.569231;59.444761
1.923077e-05;0.576923;58.383248
1.923077e-05;0.584615;57.321734
1.923077e-05;0.592308;56.260220
1.923077e-05;0.600000;55.198707
1.923077e-05;0.607692;54.137193
1.923077e-05;0.615385;53.075680
1.923077e-05;0.623077;52.014166
1.923077e-05;0.630769;50.952652
1.923077e-05;0.638462;49.891139
1.923077e-05;0.646154;48.829625
1.923077e-05;0.653846;47.768112
1.923077e-05;0.661538;46.706598
1.923077e-05;0.669231;45.645084
1.923077e-05;0.676923;44.583571
1.923077e-05;0.684615;43.522057
1.923077e-05;0.692308;42.460544
1.923077e-05;0.700000;41.399030
1.923077e-05;0.707692;40.337517
1.923077e-05;0.715385;39.276003
1.923077e-05;0.723077;38.214489
1.923077e-05;0.730769;37.152976
1.923077e-05;0.738462;36.091462
1.923077e-05;0.746154;35.029949
1.923077e-05;0.753846;33.968435
1.923077e-05;0.761538;32.906921
1.923077e-05;0.769231;31.845408
1.923077e-05;0.776923;30.783894
1.923077e-05;0.784615;29.722381
1.923077e-05;0.792308;28.660867
1.923077e-05;0.800000;27.599353
1.948718e-05;0.500000;68.090510
1.948718e-05;0.507692;67.042964
1.948718e-05;0.515385;65.995417
1.948718e-05;0.523077;64.947871
1.948718e-05;0.530769;63.900325
1.948718e-05;0.538462;62.852778
1.948718e-05;0.546154;61.805232
1.948718e-05;0.553846;60.757686
1.948718e-05;0.561538;59.710140
1.948718e-05;0.569231;58.662593
1.948718e-05;0.576923;57.615047
1.948718e-05;0.584615;56.567501
1.948718e-05;0.592308;55.519954
1.948718e-05;0.600000;54.472408
1.948718e-05;0.607692;53.424862
1.948718e-05;0.615385;52.377315
1.948718e-05;0.623077;51.329769
1.948718e-05;0.630769;50.282223
1.948718e-05;0.638462;49.234676
1.948718e-05;0.646154;48.187130
1.948718e-05;0.653846;47.139584
1.948718e-05;0.661538;46.092038
1.948718e-05;0.669231;45.044491
1.948718e-05;0.676923;43.996945
1.948718e-05;0.684615;42.949399
1.948718e-05;0.692308;41.901852
1.948718e-05;0.700000;40.854306
1.948718e-05;0.707692;39.806760
1.948718e-05;0.715385;38.759213
1.948718e-05;0.723077;37.711667
1.948718e-05;0.730769;36.664121
1.948718e-05;0.738462;35.616574
1.948718e-05;0.746154;34.569028
1.948718e-05;0.753846;33.521482
1.948718e-05;0.761538;32.473936
1.948718e-05;0.769231;31.426389
1.948718e-05;0.776923;30.378843
1.948718e-05;0.784615;29.331297
1.948718e-05;0.792308;28.283750
1.948718e-05;0.800000;27.236204
1.974359e-05;0.500000;67.206218
1.974359e-05;0.507692;66.172276
1.974359e-05;0.515385;65.138334
1.974359e-05;0.523077;64.104392
1.974359e-05;0.530769;63.070450
1.974359e-05;0.538462;62.036509
1.974359e-05;0.546154;61.002567
1.974359e-05;0.553846;59.968625
1.974359e-05;0.561538;58.934683
1.974359e-05;0.569231;57.900741
1.974359e-05;0.576923;56.866800
1.974359e-05;0.584615;55.832858
1.974359e-05;0.592308;54.798916
1.974359e-05;0.600000;53.764974
1.974359e-05;0.607692;52.731032
1.974359e-05;0.615385;51.697091
1.974359e-05;0.623077;50.663149
1.974359e-05;0.630769;49.629207
1.974359e-05;0.638462;48.595265
1.974359e-05;0.646154;47.561323
1.974359e-05;0.653846;46.527381
1.974359e-05;0.661538;45.493440
1.974359e-05;0.669231;44.459498
1.974359e-05;0.676923;43.425556
