Dam (Difusividade no ar);Densidade;Pressão de Vapor;Tempo de Evaporacao;Pressão Total
6.5e-05;1200;3.136;6.99538e+10;4
7e-05;1200;3.136;6.49571e+10;4
7.5e-05;1200;3.136;6.06267e+10;4
8e-05;1200;3.136;5.68375e+10;4
8.5e-05;1200;3.136;5.34941e+10;4
9e-05;1200;3.136;5.05222e+10;4
9.5e-05;1200;3.136;4.78632e+10;4
0.0001;1200;3.136;4.547e+10;4
5e-05;1000;3.2;7.21595e+10;4
5.5e-05;1000;3.2;6.55995e+10;4
6e-05;1000;3.2;6.01329e+10;4
6.5e-05;1000;3.2;5.55073e+10;4
7e-05;1000;3.2;5.15425e+10;4
7.5e-05;1000;3.2;4.81063e+10;4
8e-05;1000;3.2;4.50997e+10;4
8.5e-05;1000;3.2;4.24467e+10;4
9e-05;1000;3.2;4.00886e+10;4
9.5e-05;1000;3.2;3.79787e+10;4
0.0001;1000;3.2;3.60797e+10;4
5e-05;1020;3.2;7.36027e+10;4
5.5e-05;1020;3.2;6.69115e+10;4
6e-05;1020;3.2;6.13355e+10;4
6.5e-05;1020;3.2;5.66174e+10;4
7e-05;1020;3.2;5.25733e+10;4
7.5e-05;1020;3.2;4.90684e+10;4
8e-05;1020;3.2;4.60017e+10;4
8.5e-05;1020;3.2;4.32957e+10;4
9e-05;1020;3.2;4.08904e+10;4
9.5e-05;1020;3.2;3.87382e+10;4
0.0001;1020;3.2;3.68013e+10;4
5e-05;1040;3.2;7.50458e+10;4
5.5e-05;1040;3.2;6.82235e+10;4
6e-05;1040;3.2;6.25382e+10;4
6.5e-05;1040;3.2;5.77276e+10;4
7e-05;1040;3.2;5.36042e+10;4
7.5e-05;1040;3.2;5.00306e+10;4
8e-05;1040;3.2;4.69037e+10;4
8.5e-05;1040;3.2;4.41446e+10;4
9e-05;1040;3.2;4.16921e+10;4
9.5e-05;1040;3.2;3.94978e+10;4
0.0001;1040;3.2;3.75229e+10;4
5e-05;1060;3.2;7.6489e+10;4
5.5e-05;1060;3.2;6.95355e+10;4
6e-05;1060;3.2;6.37409e+10;4
6.5e-05;1060;3.2;5.88377e+10;4
7e-05;1060;3.2;5.4635e+10;4
7.5e-05;1060;3.2;5.09927e+10;4
8e-05;1060;3.2;4.78056e+10;4
8.5e-05;1060;3.2;4.49936e+10;4
9e-05;1060;3.2;4.24939e+10;4
9.5e-05;1060;3.2;4.02574e+10;4
0.0001;1060;3.2;3.82445e+10;4
5e-05;1080;3.2;7.79322e+10;4
5.5e-05;1080;3.2;7.08475e+10;4
6e-05;1080;3.2;6.49435e+10;4
6.5e-05;1080;3.2;5.99479e+10;4
7e-05;1080;3.2;5.56659e+10;4
7.5e-05;1080;3.2;5.19548e+10;4
8e-05;1080;3.2;4.87076e+10;4
8.5e-05;1080;3.2;4.58425e+10;4
9e-05;1080;3.2;4.32957e+10;4
9.5e-05;1080;3.2;4.1017e+10;4
0.0001;1080;3.2;3.89661e+10;4
5e-05;1100;3.2;7.93754e+10;4
5.5e-05;1100;3.2;7.21595e+10;4
6e-05;1100;3.2;6.61462e+10;4
6.5e-05;1100;3.2;6.1058e+10;4
7e-05;1100;3.2;5.66967e+10;4
7.5e-05;1100;3.2;5.29169e+10;4
8e-05;1100;3.2;4.96096e+10;4
8.5e-05;1100;3.2;4.66914e+10;4
9e-05;1100;3.2;4.40975e+10;4
9.5e-05;1100;3.2;4.17765e+10;4
0.0001;1100;3.2;3.96877e+10;4
5e-05;1120;3.2;8.08186e+10;4
5.5e-05;1120;3.2;7.34715e+10;4
6e-05;1120;3.2;6.73488e+10;4
6.5e-05;1120;3.2;6.21682e+10;4
7e-05;1120;3.2;5.77276e+10;4
7.5e-05;1120;3.2;5.38791e+10;4
8e-05;1120;3.2;5.05116e+10;4
8.5e-05;1120;3.2;4.75404e+10;4
9e-05;1120;3.2;4.48992e+10;4
9.5e-05;1120;3.2;4.25361e+10;4
0.0001;1120;3.2;4.04093e+10;4
5e-05;1140;3.2;8.22618e+10;4
5.5e-05;1140;3.2;7.47835e+10;4
6e-05;1140;3.2;6.85515e+10;4
6.5e-05;1140;3.2;6.32783e+10;4
7e-05;1140;3.2;5.87584e+10;4
7.5e-05;1140;3.2;5.48412e+10;4
8e-05;1140;3.2;5.14136e+10;4
8.5e-05;1140;3.2;4.83893e+10;4
9e-05;1140;3.2;4.5701e+10;4
9.5e-05;1140;3.2;4.32957e+10;4
0.0001;1140;3.2;4.11309e+10;4
5e-05;1160;3.2;8.3705e+10;4
5.5e-05;1160;3.2;7.60954e+10;4
6e-05;1160;3.2;6.97542e+10;4
6.5e-05;1160;3.2;6.43885e+10;4
7e-05;1160;3.2;5.97893e+10;4
7.5e-05;1160;3.2;5.58033e+10;4
8e-05;1160;3.2;5.23156e+10;4
8.5e-05;1160;3.2;4.92382e+10;4
9e-05;1160;3.2;4.65028e+10;4
9.5e-05;1160;3.2;4.40553e+10;4
0.0001;1160;3.2;4.18525e+10;4
5e-05;1180;3.2;8.51482e+10;4
5.5e-05;1180;3.2;7.74074e+10;4
6e-05;1180;3.2;7.09568e+10;4
6.5e-05;1180;3.2;6.54986e+10;4
7e-05;1180;3.2;6.08201e+10;4
7.5e-05;1180;3.2;5.67655e+10;4
8e-05;1180;3.2;5.32176e+10;4
8.5e-05;1180;3.2;5.00872e+10;4
9e-05;1180;3.2;4.73045e+10;4
9.5e-05;1180;3.2;4.48148e+10;4
0.0001;1180;3.2;4.25741e+10;4
5e-05;1200;3.2;8.65914e+10;4
5.5e-05;1200;3.2;7.87194e+10;4
6e-05;1200;3.2;7.21595e+10;4
6.5e-05;1200;3.2;6.66087e+10;4
7e-05;1200;3.2;6.1851e+10;4
7.5e-05;1200;3.2;5.77276e+10;4
8e-05;1200;3.2;5.41196e+10;4
8.5e-05;1200;3.2;5.09361e+10;4
9e-05;1200;3.2;4.81063e+10;4
9.5e-05;1200;3.2;4.55744e+10;4
0.0001;1200;3.2;4.32957e+10;4
5e-05;1000;3.264;6.86052e+10;4
5.5e-05;1000;3.264;6.23683e+10;4
6e-05;1000;3.264;5.7171e+10;4
6.5e-05;1000;3.264;5.27732e+10;4
7e-05;1000;3.264;4.90037e+10;4
7.5e-05;1000;3.264;4.57368e+10;4
8e-05;1000;3.264;4.28782e+10;4
8.5e-05;1000;3.264;4.0356e+10;4
9e-05;1000;3.264;3.8114e+10;4
9.5e-05;1000;3.264;3.6108e+10;4
0.0001;1000;3.264;3.43026e+10;4
5e-05;1020;3.264;6.99773e+10;4
5.5e-05;1020;3.264;6.36157e+10;4
6e-05;1020;3.264;5.83144e+10;4
6.5e-05;1020;3.264;5.38287e+10;4
7e-05;1020;3.264;4.99838e+10;4
7.5e-05;1020;3.264;4.66515e+10;4
8e-05;1020;3.264;4.37358e+10;4
8.5e-05;1020;3.264;4.11631e+10;4
9e-05;1020;3.264;3.88763e+10;4
9.5e-05;1020;3.264;3.68301e+10;4
0.0001;1020;3.264;3.49886e+10;4
5e-05;1040;3.264;7.13494e+10;4
5.5e-05;1040;3.264;6.48631e+10;4
6e-05;1040;3.264;5.94578e+10;4
6.5e-05;1040;3.264;5.48841e+10;4
7e-05;1040;3.264;5.09638e+10;4
7.5e-05;1040;3.264;4.75663e+10;4
8e-05;1040;3.264;4.45934e+10;4
8.5e-05;1040;3.264;4.19702e+10;4
9e-05;1040;3.264;3.96385e+10;4
9.5e-05;1040;3.264;3.75523e+10;4
0.0001;1040;3.264;3.56747e+10;4
5e-05;1060;3.264;7.27215e+10;4
5.5e-05;1060;3.264;6.61104e+10;4
6e-05;1060;3.264;6.06012e+10;4
6.5e-05;1060;3.264;5.59396e+10;4
7e-05;1060;3.264;5.19439e+10;4
7.5e-05;1060;3.264;4.8481e+10;4
8e-05;1060;3.264;4.54509e+10;4
8.5e-05;1060;3.264;4.27773e+10;4
9e-05;1060;3.264;4.04008e+10;4
9.5e-05;1060;3.264;3.82745e+10;4
0.0001;1060;3.264;3.63607e+10;4
5e-05;1080;3.264;7.40936e+10;4
5.5e-05;1080;3.264;6.73578e+10;4
6e-05;1080;3.264;6.17447e+10;4
6.5e-05;1080;3.264;5.69951e+10;4
7e-05;1080;3.264;5.2924e+10;4
7.5e-05;1080;3.264;4.93957e+10;4
8e-05;1080;3.264;4.63085e+10;4
8.5e-05;1080;3.264;4.35845e+10;4
9e-05;1080;3.264;4.11631e+10;4
9.5e-05;1080;3.264;3.89966e+10;4
0.0001;1080;3.264;3.70468e+10;4
5e-05;1100;3.264;7.54657e+10;4
5.5e-05;1100;3.264;6.86052e+10;4
6e-05;1100;3.264;6.28881e+10;4
6.5e-05;1100;3.264;5.80505e+10;4
7e-05;1100;3.264;5.39041e+10;4
7.5e-05;1100;3.264;5.03105e+10;4
8e-05;1100;3.264;4.71661e+10;4
8.5e-05;1100;3.264;4.43916e+10;4
9e-05;1100;3.264;4.19254e+10;4
9.5e-05;1100;3.264;3.97188e+10;4
0.0001;1100;3.264;3.77328e+10;4
5e-05;1120;3.264;7.68378e+10;4
5.5e-05;1120;3.264;6.98525e+10;4
6e-05;1120;3.264;6.40315e+10;4
6.5e-05;1120;3.264;5.9106e+10;4
7e-05;1120;3.264;5.48841e+10;4
7.5e-05;1120;3.264;5.12252e+10;4
8e-05;1120;3.264;4.80236e+10;4
8.5e-05;1120;3.264;4.51987e+10;4
9e-05;1120;3.264;4.26877e+10;4
9.5e-05;1120;3.264;4.04409e+10;4
0.0001;1120;3.264;3.84189e+10;4
5e-05;1140;3.264;7.82099e+10;4
5.5e-05;1140;3.264;7.10999e+10;4
6e-05;1140;3.264;6.51749e+10;4
6.5e-05;1140;3.264;6.01615e+10;4
7e-05;1140;3.264;5.58642e+10;4
7.5e-05;1140;3.264;5.21399e+10;4
8e-05;1140;3.264;4.88812e+10;4
8.5e-05;1140;3.264;4.60058e+10;4
9e-05;1140;3.264;4.34499e+10;4
9.5e-05;1140;3.264;4.11631e+10;4
0.0001;1140;3.264;3.9105e+10;4
5e-05;1160;3.264;7.9582e+10;4
5.5e-05;1160;3.264;7.23473e+10;4
6e-05;1160;3.264;6.63183e+10;4
6.5e-05;1160;3.264;6.12169e+10;4
7e-05;1160;3.264;5.68443e+10;4
7.5e-05;1160;3.264;5.30547e+10;4
8e-05;1160;3.264;4.97388e+10;4
8.5e-05;1160;3.264;4.68129e+10;4
9e-05;1160;3.264;4.42122e+10;4
9.5e-05;1160;3.264;4.18853e+10;4
0.0001;1160;3.264;3.9791e+10;4
5e-05;1180;3.264;8.09541e+10;4
5.5e-05;1180;3.264;7.35946e+10;4
6e-05;1180;3.264;6.74618e+10;4
6.5e-05;1180;3.264;6.22724e+10;4
7e-05;1180;3.264;5.78244e+10;4
7.5e-05;1180;3.264;5.39694e+10;4
8e-05;1180;3.264;5.05963e+10;4
8.5e-05;1180;3.264;4.76201e+10;4
9e-05;1180;3.264;4.49745e+10;4
9.5e-05;1180;3.264;4.26074e+10;4
0.0001;1180;3.264;4.04771e+10;4
5e-05;1200;3.264;8.23262e+10;4
5.5e-05;1200;3.264;7.4842e+10;4
6e-05;1200;3.264;6.86052e+10;4
6.5e-05;1200;3.264;6.33279e+10;4
7e-05;1200;3.264;5.88044e+10;4
7.5e-05;1200;3.264;5.48841e+10;4
8e-05;1200;3.264;5.14539e+10;4
8.5e-05;1200;3.264;4.84272e+10;4
9e-05;1200;3.264;4.57368e+10;4
9.5e-05;1200;3.264;4.33296e+10;4
0.0001;1200;3.264;4.11631e+10;4
5e-05;1000;3.328;6.51064e+10;4
5.5e-05;1000;3.328;5.91876e+10;4
6e-05;1000;3.328;5.42553e+10;4
6.5e-05;1000;3.328;5.00818e+10;4
7e-05;1000;3.328;4.65046e+10;4
7.5e-05;1000;3.328;4.34043e+10;4
8e-05;1000;3.328;4.06915e+10;4
8.5e-05;1000;3.328;3.82979e+10;4
9e-05;1000;3.328;3.61702e+10;4
9.5e-05;1000;3.328;3.42665e+10;4
0.0001;1000;3.328;3.25532e+10;4
5e-05;1020;3.328;6.64085e+10;4
5.5e-05;1020;3.328;6.03714e+10;4
6e-05;1020;3.328;5.53404e+10;4
6.5e-05;1020;3.328;5.10835e+10;4
7e-05;1020;3.328;4.74346e+10;4
7.5e-05;1020;3.328;4.42723e+10;4
8e-05;1020;3.328;4.15053e+10;4
8.5e-05;1020;3.328;3.90638e+10;4
9e-05;1020;3.328;3.68936e+10;4
9.5e-05;1020;3.328;3.49518e+10;4
0.0001;1020;3.328;3.32043e+10;4
5e-05;1040;3.328;6.77106e+10;4
5.5e-05;1040;3.328;6.15551e+10;4
6e-05;1040;3.328;5.64255e+10;4
6.5e-05;1040;3.328;5.20851e+10;4
7e-05;1040;3.328;4.83647e+10;4
7.5e-05;1040;3.328;4.51404e+10;4
8e-05;1040;3.328;4.23191e+10;4
8.5e-05;1040;3.328;3.98298e+10;4
9e-05;1040;3.328;3.7617e+10;4
9.5e-05;1040;3.328;3.56372e+10;4
0.0001;1040;3.328;3.38553e+10;4
5e-05;1060;3.328;6.90128e+10;4
5.5e-05;1060;3.328;6.27389e+10;4
6e-05;1060;3.328;5.75106e+10;4
6.5e-05;1060;3.328;5.30867e+10;4
7e-05;1060;3.328;4.92948e+10;4
7.5e-05;1060;3.328;4.60085e+10;4
8e-05;1060;3.328;4.3133e+10;4
8.5e-05;1060;3.328;4.05957e+10;4
9e-05;1060;3.328;3.83404e+10;4
9.5e-05;1060;3.328;3.63225e+10;4
0.0001;1060;3.328;3.45064e+10;4
5e-05;1080;3.328;7.03149e+10;4
5.5e-05;1080;3.328;6.39226e+10;4
6e-05;1080;3.328;5.85957e+10;4
6.5e-05;1080;3.328;5.40884e+10;4
7e-05;1080;3.328;5.02249e+10;4
7.5e-05;1080;3.328;4.68766e+10;4
8e-05;1080;3.328;4.39468e+10;4
8.5e-05;1080;3.328;4.13617e+10;4
9e-05;1080;3.328;3.90638e+10;4
9.5e-05;1080;3.328;3.70078e+10;4
0.0001;1080;3.328;3.51574e+10;4
5e-05;1100;3.328;7.1617e+10;4
5.5e-05;1100;3.328;6.51064e+10;4
6e-05;1100;3.328;5.96808e+10;4
6.5e-05;1100;3.328;5.509e+10;4
7e-05;1100;3.328;5.1155e+10;4
7.5e-05;1100;3.328;4.77447e+10;4
8e-05;1100;3.328;4.47606e+10;4
8.5e-05;1100;3.328;4.21277e+10;4
9e-05;1100;3.328;3.97872e+10;4
9.5e-05;1100;3.328;3.76932e+10;4
0.0001;1100;3.328;3.58085e+10;4
5e-05;1120;3.328;7.29191e+10;4
5.5e-05;1120;3.328;6.62901e+10;4
6e-05;1120;3.328;6.0766e+10;4
6.5e-05;1120;3.328;5.60916e+10;4
7e-05;1120;3.328;5.20851e+10;4
7.5e-05;1120;3.328;4.86128e+10;4
8e-05;1120;3.328;4.55745e+10;4
8.5e-05;1120;3.328;4.28936e+10;4
9e-05;1120;3.328;4.05106e+10;4
9.5e-05;1120;3.328;3.83785e+10;4
0.0001;1120;3.328;3.64596e+10;4
5e-05;1140;3.328;7.42213e+10;4
5.5e-05;1140;3.328;6.74739e+10;4
6e-05;1140;3.328;6.18511e+10;4
6.5e-05;1140;3.328;5.70933e+10;4
7e-05;1140;3.328;5.30152e+10;4
7.5e-05;1140;3.328;4.94808e+10;4
8e-05;1140;3.328;4.63883e+10;4
8.5e-05;1140;3.328;4.36596e+10;4
9e-05;1140;3.328;4.1234e+10;4
9.5e-05;1140;3.328;3.90638e+10;4
0.0001;1140;3.328;3.71106e+10;4
5e-05;1160;3.328;7.55234e+10;4
5.5e-05;1160;3.328;6.86576e+10;4
6e-05;1160;3.328;6.29362e+10;4
6.5e-05;1160;3.328;5.80949e+10;4
7e-05;1160;3.328;5.39453e+10;4
7.5e-05;1160;3.328;5.03489e+10;4
8e-05;1160;3.328;4.72021e+10;4
8.5e-05;1160;3.328;4.44255e+10;4
9e-05;1160;3.328;4.19574e+10;4
9.5e-05;1160;3.328;3.97492e+10;4
0.0001;1160;3.328;3.77617e+10;4
5e-05;1180;3.328;7.68255e+10;4
5.5e-05;1180;3.328;6.98414e+10;4
6e-05;1180;3.328;6.40213e+10;4
6.5e-05;1180;3.328;5.90966e+10;4
7e-05;1180;3.328;5.48754e+10;4
7.5e-05;1180;3.328;5.1217e+10;4
8e-05;1180;3.328;4.8016e+10;4
8.5e-05;1180;3.328;4.51915e+10;4
9e-05;1180;3.328;4.26808e+10;4
9.5e-05;1180;3.328;4.04345e+10;4
0.0001;1180;3.328;3.84128e+10;4
5e-05;1200;3.328;7.81277e+10;4
5.5e-05;1200;3.328;7.10251e+10;4
6e-05;1200;3.328;6.51064e+10;4
6.5e-05;1200;3.328;6.00982e+10;4
7e-05;1200;3.328;5.58055e+10;4
7.5e-05;1200;3.328;5.20851e+10;4
8e-05;1200;3.328;4.88298e+10;4
8.5e-05;1200;3.328;4.59574e+10;4
9e-05;1200;3.328;4.34043e+10;4
9.5e-05;1200;3.328;4.11198e+10;4
0.0001;1200;3.328;3.90638e+10;4
5e-05;1000;3.392;6.16475e+10;4
5.5e-05;1000;3.392;5.60432e+10;4
6e-05;1000;3.392;5.13729e+10;4
6.5e-05;1000;3.392;4.74212e+10;4
7e-05;1000;3.392;4.40339e+10;4
7.5e-05;1000;3.392;4.10983e+10;4
8e-05;1000;3.392;3.85297e+10;4
8.5e-05;1000;3.392;3.62632e+10;4
9e-05;1000;3.392;3.42486e+10;4
9.5e-05;1000;3.392;3.24461e+10;4
0.0001;1000;3.392;3.08238e+10;4
5e-05;1020;3.392;6.28805e+10;4
5.5e-05;1020;3.392;5.71641e+10;4
6e-05;1020;3.392;5.24004e+10;4
6.5e-05;1020;3.392;4.83696e+10;4
7e-05;1020;3.392;4.49146e+10;4
7.5e-05;1020;3.392;4.19203e+10;4
8e-05;1020;3.392;3.93003e+10;4
8.5e-05;1020;3.392;3.69885e+10;4
9e-05;1020;3.392;3.49336e+10;4
9.5e-05;1020;3.392;3.3095e+10;4
0.0001;1020;3.392;3.14402e+10;4
5e-05;1040;3.392;6.41134e+10;4
5.5e-05;1040;3.392;5.82849e+10;4
6e-05;1040;3.392;5.34278e+10;4
6.5e-05;1040;3.392;4.9318e+10;4
7e-05;1040;3.392;4.57953e+10;4
7.5e-05;1040;3.392;4.27423e+10;4
8e-05;1040;3.392;4.00709e+10;4
8.5e-05;1040;3.392;3.77138e+10;4
9e-05;1040;3.392;3.56186e+10;4
9.5e-05;1040;3.392;3.37439e+10;4
