Pressao inicial;Pressao final;Deslocamento;Toxicidade de A
10;8.9857;8.27802;7.76876;7.39248;7.108;6.88854;6.71617;6.57858;6.46712;6.3756;6.29952;6.23552;6.18111;6.13438;6.09384;6.05836;6.02703;5.99914;5.97412;5.9515
